title_author,text_stemmered
Active Literacy Across the Curriculum de Heidi Hayes Jacobs,activ literaci across curriculum heidi hay jacob educ present cross-curricular teach strategi k-12 teacher help student develop effect listen speak write read skill
Sherlock Holmes and the Case of the Hound of the Baskervilles de Arthur Conan Doyle; Malvina G. Vogel,sherlock holm case hound baskervill arthur conan doyl malvina g vogel fiction sherlock holm dr watson travel bleak wast dartmoor solv mysteri surround late sir charl baskervill ghost hound
"I, Robot de Harlan Ellison; Isaac Asimov",robot harlan ellison isaac asimov fiction present screenplay asimov classic develop robot technolog state perfect futur civil explor
Roger Zelazny's To Rule in Amber de John Gregory Betancourt,roger zelazni rule amber john gregori betancourt fiction oberon take rein leadership build new empir foundat laid father confront host challeng deal old new enemi polit intrigu power-mad sibl assassin mad father king chao reprint
Undead and Unwed de MaryJanice Davidson,"undead unw maryjanic davidson fiction just-laid-off secretari realli bad week die made queen undead ""chick lit meet vampir fiction creativ sophist sexi wonder witti book ""--catherin spangler"
Undead and Unappreciated de MaryJanice Davidson,undead unappreci maryjanic davidson fiction newli crown queen undead fashion-savvi betsi taylor continu reluct reign tri uncov truth troublesom famili secret
The Algebraist de Iain M. Banks,algebraist iain bank fiction 4034 ad human made star fassin taak slow seer court nasqueron dweller fortun make end year nasqueron dweller inhabit gas giant outskirt galaxi system await wormhol connect rest civil meantim dismiss decad live state high develop barbar hoard data without order hunt young fight pointless formal war second military-religi order bare heard — part baroqu hierarchi mercatoria latest galact hegemoni — fassin taak travel amongst dweller search secret hidden half billion year day pass war draw closer — war threaten overwhelm everyth everyon ever known skyhors publish night shade talo imprint proud publish broad rang titl reader interest scienc fiction space opera time travel hard sf alien invas near-futur dystopia fantasi grimdark sword sorceri contemporari urban fantasi steampunk altern histori horror zombi vampir occult supernatur much everi titl publish becom new york time bestsel nation bestsel hugo nebula award-winn commit publish qualiti book divers group author
Marilyn Manson de Richard D. Nelson,"marilyn manson richard nelson religion ""there mani christian hater know rockstar tell so!"" book call anti-christian everywher open-mind respons thought christian engag"
LOVE MODE Volume 1: (Yaoi) de Yuki Shimizu,love mode volum 1 yaoi yuki shimizu graphic novel follow coupl charact visit blue boy exclus male date club
LOVE MODE Volume 2: (Yaoi) de Yuki Shimizu,love mode volum 2 yaoi yuki shimizu graphic novel follow coupl charact visit blue boy exclus male date club
LOVE MODE Volume 5: (Yaoi) de Yuki Shimizu,love mode volum 5 yaoi yuki shimizu graphic novel follow coupl charact visit blue boy exclus male date club
Tramps Like Us de Yayoi Ogawa,tramp like us yayoi ogawa graphic novel sumir demot job day discov boyfriend cheat thing look meet momo engag homeless guy make life even complic
Shout Out Loud! Volume 5: (Yaoi) de Satosumi Takaguchi,shout loud! volum 5 yaoi satosumi takaguchi graphic novel tenryu shino final make decis relationship nakaya unsur accept new romanc confront tenryu
"BLOOD SUCKER Volume 1: Legend of ""Zipangu"" de Saki Okuse; Aki Shimizu","blood sucker volum 1 legend ""zipangu"" saki okus aki shimizu graphic novel help right hand man kuraha migiri brought back life grant sacrific form beauti young kikuri thing stand way migiri restor yusuk himukai sworn protect kikuri!"
Seikai: Crest of the Stars Volume 2: A Modest War de Morioka Hiroyuki,seikai crest star volum 2 modest war morioka hiroyuki graphic novel jinto lafiel escap baron febdash orbit palac fall clutch human unif armi thrust middl ugli battl intergalact supremaci lander nobl imperi princess must learn work togeth want surviv young adult
Seikai: Crest of the Stars Volume 3: Return to a Strange World de Morioka Hiroyuki,seikai crest star volum 3 return strang world morioka hiroyuki graphic novel bare escap human unif armi lafiel jinto crash-land planet clasbul alreadi enemi occup mean rejoin fleet must find way surviv rescu howev abh princess noth clueless girl jinto must use experi protect
Trinity Blood de Sunao Yoshida; Beni Axia Conrad; Christine Boylan,triniti blood sunao yoshida beni axia conrad christin boylan graphic novel post-apocalypt world constant war human vampir mani desir peac co-exist two speci stand group vampir extremist manipul two side pit
"Twelve Kingdoms, The - Hardcover Edition Volume 1: Sea of Shadow de Fuyumi Ono; Akihiro Yamada; Alexander O. Smith",twelv kingdom - hardcov edit volum 1 sea shadow fuyumi ono akihiro yamada alexand smith graphic novel normal high-school yoko whisk away anoth world keiki holi man claim heir kingdom kei left magic sword gem question destini fight throne
The Drift House de Dale Peck,drift hous dale peck fiction sent stay uncl ship-lik home call drift hous twelve-year-old susan stepbroth embark adventur involv duplicit mermaid pirat attempt stop time forev
Naughty Little Secret de Shelley Bradley,naughti littl secret shelley bradley fiction night becom mysteri stranger devot pleasure?and discov she? hide naughti littl secret divorc never-hom husband lauren southal pluck courag dust power suit return corpor life two year later there? one six-foot three testosterone-pack problem ex-husband? good friend current boss noah reev lauren ach man can?t possibl measur silicone-pack profession cheerlead date hide desir behind profession persona fantas ten year noah reev wait make lauren divorc final track hire brilliant dedic woman he? isn?t spreadsheet profit margin brain problem she? never seen anyth ex-husband? pal she? final free woman 40+ hour week well? he?d love persuad throw night weekend noah decid romanc day night becom mysteri stranger devot pleasure?and discov she? hide naughti littl secret warn titl contain follow explicit sex graphic languag
The Great and Secret Show de Chris Ryall,great secret show chris ryall graphic novel begin battl good evil span mani decad differ dimens present first volum adapt horror master clive barker epic journey fantast
Vegas Bites de L. A. Banks; J. M. Jeffries; Seressia Glass; Natalie Dunbar,vega bite l bank j jeffri seressia glass natali dunbar fiction howl vega stay vega welcom french quarter sin citi premier casino high roller vampir sexi showgirl werewolv loung magician djinn beneath sexi sassi smolder action danger lurk ladi love reign suprem glitter glitzi las vega front lie struggl life death domin power werewolf pack north america explor high roller fantasi world feud werewolf pack high-stak thiev sexi djinn mystic medallion babi vega
The Lost Continent de Edgar Rice Burroughs,lost contin edgar rice burrough fiction lost contin one least-known burrough thrill science-fict tale year 2137 civil declin near two centuri war-torn europ distant memori inhabit isol unit state american adventur rediscov old world becom strang savag land
Cuba de Conner Gorry; David Stanley,cuba conner gorri david stanley travel review histori geographi cultur cuba describ tourist attract region recommend hotel restaur
Australia and New Zealand on a Shoestring de Paul Smitz,australia new zealand shoestr paul smitz travel last - two hottest star travel circuit combin one sizzl guidebook! grab pack head south australia awesom beach new zealand spectacular landscap written backpack backpack guid wonder clown help travel pay less - two one - guid cover australia new zealand let alon backpack perspect - get lowdown go nonstop parti find littl space - eat cheap sleep easi fulli updat coverag best local eateri great-valu accommod - take life hand - get thrill best scuba dive bungi jump ski jetboat oz nz bas offer!
Australia de Paul Smitz; Carolyn Bain; Sandra Bao; Susannah Farfor,"australia paul smitz carolyn bain sandra bao susannah farfor travel complement easy-to use reliabl map help recommend authorit background inform up-to-d coverag thing see popular travel guid cover detail countri region citi around world travel everi budget along extens itinerari map cross-referenc text ""top 10"" ""top 5"" list practic featur"
Cuba : Brendan Sainsbury de Brendan Sainsbury,cuba brendan sainsburi brendan sainsburi travel countri guid offer earth accur inform everi budget includ detail get start itinerari chapter highlight section showcas countri must-se sight easy-to-us grid-referenc map chapter histori cultur food environ
Switzerland de Damien Simonis; Sarah Johnstone; Nicola Williams,"switzerland damien simoni sarah johnston nicola william travel complement easy-to use reliabl map help recommend authorit background inform up-to-d coverag thing see popular travel guid cover detail countri region citi around world travel everi budget along extens itinerari map cross-referenc text ""top 10"" ""top 5"" list practic featur"
West Africa de Anthony Ham; James Bainbridge,west africa anthoni ham jame bainbridg travel lone planet region guid essenti companion includ well-pres inform everyth folklor read list insid lunch spot highlight section tailor itinerari make pre-trip plan breez
Amsterdam de Andrew Bender,"amsterdam andrew bender travel marvel dutch master take step back time eleg merchant hous join late-night revel red light district cosy-up canalsid "" brown café "" get low-clown queen day see royal orchestra concertgebouw eleg history-steep port liber laid-back parti town connect amsterdam use stylish streetwis guid comprehens list - 250 review 4 best restaur café coffeeshop club town expand architectur chapter - get gable- gaze chapter dedic remark citi charact build inform - in-depth analysi current event get skin citi explor citi way- tailor-mad cycl walk tour recommend canal cruis"
Japan de Chris Rowthorn,"japan chris rowthorn travel complement easy-to use reliabl map help recommend authorit background inform up-to-d coverag thing see popular travel guid cover detail countri region citi around world travel everi budget along extens itinerari map cross-referenc text ""top 10"" ""top 5"" list practic featur"
London de Martin Hughes; Sarah Johnstone; Tom Masters,london martin hugh sarah johnston tom master travel jolli good guid elabor descript thing see alongsid river thame plus detail entertain section cover music theater spectat sport
Ecuador & the Galápagos Islands de Danny Palmerlee; Michael Grosberg; Carolyn McCarthy,ecuador & galápago island danni palmerle michael grosberg carolyn mccarthi travel describ peopl custom geographi climat ecuador galapago island recommend hotel restaur look point interest region
Eastern Europe de Tom Masters,eastern europ tom master travel countri guid offer earth accur inform everi budget includ detail get start itinerari chapter highlight section showcas countri must-se sight easy-to-us grid-referenc map chapter histori cultur food environ
Europe on a Shoestring de Sarah Johnstone,europ shoestr sarah johnston travel lone planet shoestr guid passport adventur lifetime--without blow travel budget along insid tip eat sleep travel cheapli section cover studi work volunt europ shoestr singl comprehens guid europ cover 44 countri kaliningrad
Plain Truth de Jodi Picoult,plain truth jodi picoult amish jodi picoult explor complex choic heart young amish woman - compel journey discoveri urban lawyer befriend protect
The Complete Novels of Jane Austen de Jane Austen,complet novel jane austen jane austen england jane austen without question one england endur skill novelist wit social precis uner abil creat literatur charismat believ heroin mesmeris reader much today novel first publish whether sharp iron gaze gothic genr invok adventur catherin morland northang abbey diffid much put-upon fanni price struggl cope emot mansfield park delight pace comedi manner machin sister elinor mariann sens sensibl quiet strength ann elliot persuas succeed world design subjug exist emma - 'a heroin one like teas austen - yet anoth irresist charact fire imagin foresight inde unlik renown creator jane austen sure-foot step societi whirlpool convent prosaic more sometim restrain ever precis endur prose
The Death of Ivan Ilyich and Other Stories de Leo Tolstoy,death ivan ilyich stori leo tolstoy fiction tolstoy wrote mani master short stori volum contain four longest best distinguish translat stood test time
Planet of the Apes de Ian Edginton; Paco Medina; Adrian Sibar,planet ape ian edginton paco medina adrian sibar human-anim relationship hit movi beyond sequel stori aris event featur tim burton summer blockbust sci-fi movi planet ape year 2029 astronaut/pilot leo davidson caught special anomali strand world gorilla chimp domin speci world remnant mankind struggl surviv beneath heel ape rule uniqu stori discov happen aftermath leo adventur ape world
American Splendor Presents Bob and Harv's Comics de Harvey Pekar; Robert Crumb,american splendor present bob harv comic harvey pekar robert crumb graphic novel harvey pekar true american origin known mani blue-collar mark twain 25 year write comic book life chronicl ordinari everyday stori funni move
Ministry of Space de Warren Ellis; Chris Weston; Laura DePuy,ministri space warren elli chris weston laura depuy imperi altern histori tale british captur cream nazi rocket scienc end world war two creat new british empir extend moon beyond road space pave secret dark enough bring empir knee
E.M. Forster - A Passage to India de Betty Jay,e forster - passag india betti jay educ passag india 1924 last e forster novel publish lifetim becam immedi bestsel also met critic acclaim moral polit commentari cross individu cultur india british empir forster record terribl consequ fail connect unexpect upheav unsettl calm middle-class life challeng ideolog foundat empir draw strength novel blend intens realism complex narrat techniqu reader guid betti jay consid establish forster reput various attempt critic deciph complex code featur novel success chapter focus debat around forster liberal-human essay f r leavi lionel trill malcolm bradburi indeterminaci ambigu text extract essay gillian beer robert barratt wendi moffat jo-ann hoeppner moran sexual polit forster work write elain showalt franc l restuccia eve dawkin poll guid conclud essay jeffrey meyer jenni sharp read passag india term engag british imperi
Jean Rhys de Carl Plasa,jean rhys carl plasa literari studi critic reader guid carl plasa provid comprehens survey analysi stimul critic respons wide sargasso sea open chapter outlin initi reaction novel english caribbean critic chart differ chapter two explor wide sargasso sea 's dialogu jane eyr theoret question rais succeed chapter examin critic assess racial polit rhys text discuss novel african caribbean cultur legaci explor critic read work term moment product earli victorian period set
Divine Filth de Georges Bataille,divin filth georg bataill fiction divin filth collect long-overlook erot prose scatolog fragment rival bataill well know work stori eye pure pornograph content transcend limit literatur self shatter mystic vision semin surrealist deep thirst negat conscious ecstasi humili deprav pain compris two part filthi describ descent scummi underworld london nightlif divin describ drink excess s&m pleasur
The Hours de Michael Cunningham,hour michael cunningham fiction exil richmond 1920s virginia woolf struggl tame rebelli mind make start new novel 1990s new york clarissa vaughan goe shop flower parti aids-suff poet-friend novel medit artist behaviour love mad
The Patron Saint of Liars de Ann Patchett,patron saint liar ann patchett cathol women roman
The Corrections de Jonathan Franzen,correct jonathan franzen age women winner nation book award new york time 1 bestsel worldwid literari sensat correct establish truli great american novel lambert -- enid alfr three grown-up children -- troubl famili live troubl age alfr ill condit worsen whole famili must face failur secret long-buri hurt haunt make correct desper need stretch midwest mid-centuri wall street eastern europ age globalis greed correct bring old-tim america freight train civic duti wild collis era home surveil hands-off parent do-it-yourself mental healthcar new economi millionair announc jonathan franzen one brilliant interpret american societi american soul
The Twenty-seventh City de Jonathan Franzen,twenty-seventh citi jonathan franzen mysteri die st loui turn inside-out appoint charismat young woman bombay polic chief act launch citi promin citizen polit conspiraci franzen first novel alreadi classic contemporari fiction
Strong Motion de Jonathan Franzen,strong motion jonathan franzen boston mass critic acclaim second novel author the correct strong motion brilliant bold second novel bestsel critic acclaim author the correct freedom loui holland arriv boston spring strang happen - earthquak strike citi first one kill grandmoth bitter feud inherit loui fall love rené seitchek passion brilliant seismologist whose discoveri origin earthquak complic everyth potent vivid strong motion complex stori chang forc imagin jonathan franzen
The Barefoot Book of Ballet Stories de Jane Yolen; Heidi Stemple,barefoot book ballet stori jane yolen heidi stempl ballet retel seven world greatest ballet stori
Crossroads of Twilight de Robert Jordan,crossroad twilight robert jordan fiction robert jordan epic fantasi saga wheel time firm establish classic genr world-wid bestsel seri continu eagerly-await tenth volum rand al'thor dragon reborn must fight dark one struggl drawn entir world vortex - claim soul friend enemi alik cleans taint mad male half true sourc may draw power weapon awesom potenti could tip balanc peril battl evil rand must gambl stake cannot sure alli realli enemi - even among lifelong companion
Shadow of the Giant de Orson Scott Card,shadow giant orson scott card life planet orson scott card acclaim new seri follow event classic award-win ender saga continu bean narrowli avert total disast manag thwart plan achill achill far defeat final goal - total domin earth - still well within grasp bean must bring power intellect bear withstand rise hegemon even one ender greatest general must realis fight battl cannot possibl inform orson scott card orbit author visit web-sit www orbitbook co uk
The Word and the Void de Terry Brooks,word void terri brook fiction run demon one fourth juli weekend two men come hopewel illinoi one demon dark servant void feed anger frustrat communiti achiev terribl goal whilst famili picnic firework explod john ross knight word chang fate human save soul fourteen-year-old nest freemark knight word year spent save mankind horror void taken toll john ross lost spirit belief seem magic nest drawn mythic world word void must warn john take staff magic battl may lost forev angel fire east twenti five year ross single-hand battl legion demon void learn gypsi morph whose power wild magic invalu weapon void - void know rest creatur corrupt - destroy
Unto Leviathan de Richard Paul Russo,unto leviathan richard paul russo life planet ship without mission one rememb came go hundr year starship argono home generat human wander throughout galaxi search sign life steadi unidentifi transmiss lure toward nearbi planet planet without inhabit coloni vanish deep within planet steami jungl explor team find horribl evid fate cavern chamber neat fill row skeleton one hang hook collis cours unknown signal lure crew argono haunt seen choic follow - deep space alien mysteri wait
The Sword of Shannara Trilogy de Terry Brooks,sword shannara trilog terri brook fiction sword shannara long ago world shea ohmsford torn apart war half-human half-elfin shea live peac - forbid figur allanon appear reveal long dead warlock lord live elfston shannara ancient evil threaten elv race man ellcri tree long-lost elven magic die - loos spell forbid lock hord demon away earth one sourc power stop elfston shannara wishsong shannara evil stalk four land ildatch immemori book evil spell stir eldritch life allanon ancient druid protector race must seek help descend jerl shannara
The Heritage of Shannara de Terence Dean Brooks; Terry Brooks,heritag shannara terenc dean brook terri brook fiction scion shannara - dire messag druid allanon send par brother imposs task recov long-lost sword shannara - four land destroy druid shannara - evil forc remain control four land restor druid allanon keep walker boh journey find black elfston must ventur peril land strang band fellow travel - one hatch sinist plot elf queen shannara - order druid allanon find elv return world men wren taken island might still exist even miracl locat elv follow her? talisman shannara - shadowen still swarm four land poison everyth dark magic leader determin destroy scion shannara charg doom failur - unless par unlock sword shannara power
The Darkness that Comes Before de R. Scott Bakker,dark come r scott bakker fantasi score centuri pass sinc first apocalyps thought men turn inevit world concern veteran sorcer spi seek news ancient enemi militari genius plot conquer known world emperor dream throne spiritu leader thousand templ seek holi war cleans land infidel exil barbarian chieftain seek vengeanc man disgrac world step man like seek bind - man woman emperor slave - mysteri end fate men - even great men - mean littl world may soon torn asund behind polit beneath religi fervour dark ancient evil reawaken two thousand year no-god return second apocalyps nigh one cannot rais wall forgotten
"The Nightmare Years, 1930-1940 de William L. Shirer",nightmar year 1930-1940 william l shirer histori nuremberg ralli hitler roar street elebr newly-won domin germani shirer munich chamberlain abandon czech shirer vienna night anschluss berlin hitler loos blitzkrieg poland began war shirer articl translat hitler speech broadcast shirer tri warn western world terribl evil aris germani nightmar year wit year collect mad grip german soul lurch toward war armageddon
"Stiff Upper Lip, Jeeves de P. G. Wodehouse",stiff upper lip jeev p g wodehous humor gussi fink-nottl simpli must marri madelin bassett bertrand wooster oblig proffer ring stead dare attempt secur engag jeev berti visit rural leper coloni
"Eggs, Beans and Crumpets de P. G. Wodehouse","egg bean crumpet p g wodehous humor ""in wonder collect nine stori wodehous put old friend pace find live ever""--pag 4 cover"
Jeeves in the Offing de P. G. Wodehouse,jeev of p g wodehous butler anyon involv roberta wickham ask troubl natur berti wooster find situat goe stay aunt dahlia brinkley court much obvious celebr loony-doctor sir roderick glossop masquerad butler less clear berti former headmast ghast aubrey upjohn dread novelist mrs homer cream eccentr son wilbert presenc entir perplex without jeev help solv mysteri berti near come unstuck peerless manserv return holiday result tangl problem sort everyon satisfact - except berti
Mr Mulliner Speaking de Pelham Grenville Wodehouse,mr mullin speak pelham grenvill wodehous england stori incred mullin clan follow meet mr mullin volum includ classic wodehous tale the man gave smoke the aw glad mater unpleas bludleigh court the pass ambros
Zen in Your Garden de Jenny Hendy,zen garden jenni hendi garden titl seek help reader creat garden tranquil draw principl zen aesthet incorpor element zen philosophi symbol garden design show design rock water garden symbol spiritu qualiti
The Science Book de Peter Tallack,"scienc book peter tallack scienc chronolog scientif discoveri achiev span 35 000 bc ""origin counting"" 2000 ""human genom sequenc"
Gone Bamboo de Anthony Bourdain,gone bamboo anthoni bourdain assassin welcom retir home henri franc ex - new yorker profession assassin luxuri hotel suit idyl tequila - drench caribbean hideaway suppos cocktail sex beach job ice mafioso godfath goe awri troubl hit paradis form cross - dress capo debaunch savag irish hardman slew incompet vicious us marshal mix tequila sunris dive gone bamboo
The Crimson Petal and the White de Michel Faber,crimson petal white michel faber london england sugar allur nineteen-year-old whore brothel peculiar mrs castaway yearn better life visit william rackham – somewhat reluct heir rackham perfumeri – begin ascent strata 1870 london societi offer us intimaci host loveabl madden superbl realis charact grip first page immens novel intox deepli satisfi read – wonder stori creation entir extraordinari world
The Cutting Room de Louise Welsh,cut room louis welsh fiction auction antiqu expert rilk discoveri cach violent erotica lead compuls search creator victim pornographi first novel reprint 30 000 first print $50 000 ad/promo
The Penelopiad de Margaret Atwood,penelopiad margaret atwood fiction look odyssey penelop point view
Weight de Jeanette Winterson,weight jeanett winterson fiction author orang fruit passion written bodi rewrit myth atlas hercul find new mean ancient tale 75 000 first print $100 000 ad/promo
Adiós Hemingway de Leonardo Padura Fuentes; Leonardo Padura,adió hemingway leonardo padura fuent leonardo padura fiction human skeleton discov ernest hemingway home havana polic inspector mario cond call retir unearth truth cours investig cond gradual reconstruct mysteri goings-on night 3rd octob 1958 forc come term differ side charact former literari hero padura fuent cut cond world hemingway cuba four decad earlier
Never Call Retreat de Bruce Catton; Everette Beach Long,"never call retreat bruce catton everett beach long histori "" one great histor accomplish time endur place nation record ""--new york time"
The Coming Fury de Bruce Catton; Everette Beach Long,come furi bruce catton everett beach long histori chronicl histori american civil war start democrat parti charleston convent 1860 end first battl war bull run
Terrible Swift Sword de Bruce Catton,terribl swift sword bruce catton histori second episod award-win trilog impress show union confederaci slowli inexor reconcil all-out war--an epic struggl freedom
The Complete Short Stories of H.G. Wells de Herbert George Wells; John R. Hammond,complet short stori h g well herbert georg well john r hammond fiction one founding-fath scienc fiction short stori well first explor enorm potenti scientif discoveri age first ever complet collect stori 84 minor miracl storytel art remind us relev greatest modern dreamer
Portrait of Dorian Gray de Elizabeth Gray,portrait dorian gray elizabeth gray english languag dorian rememb wish made basil said wish portrait would grow old ugli remain young beauti could thing come true? dorian think portrait? chang
Still Life with Woodpecker de Tom Robbins,still life woodpeck tom robbin fiction sort love stori reveal purpos moon differ crimin outlaw problem redhead also paint humor portrait contemporari societi
Jitterbug Perfume de Tom Robbins,jitterbug perfum tom robbin fiction reissu classic tom robbin novel bestsel sinc first releas
Beowulf & Grendel de John Grigsby,beowulf & grendel john grigsbi histori author heaven mirror mar mysteri present evid legend beowulf origin ancient human sacrific ritual suppress britain later found express compel tale origin
Mysteries de Colin Wilson,"mysteri colin wilson bodi mind & spirit cathart experi colin wilson discov human be consist ladder hierarchi selv whose upper member may call person transform deep knowledg ""mysteries"" attempt explain paranorm phenomena -- precognit uri geller spoon bend -- term theori includ detail studi haunt possess "" demon hypnosi "" also magic kabbalah astrolog heart book fascin chapter "" great secret"" alchemist wilson see key mysteri "" ladder selv """
Laughter and Tears de Ann Hewetson,laughter tear ann hewetson psycholog laughter tear follow life stori mark young man autism birth age 30 interwoven observ histori autism unfold first diagnosi 1943 present day
Cuba de Fiona McAuslan; Matthew Norman,"cuba fiona mcauslan matthew norman travel ""the rough guid cuba ultim guidebook caribbean excit destin featur includ full-colour section includ cuba highlight detail account everi attract resort varadero unspoil vinal valley vibrant access capit citi havana inform review best place eat drink stay everi tast budget expert coverag cuba enthral cultur histori plus experi island dynam music scene first-hand practic advic deal transport currenc bureaucraci map plan everi region "" -- back cover"
The Rough Guide to Vietnam de Jan Dodd; Mark Lewis; Ron Emmons,rough guid vietnam jan dodd mark lewi ron emmon travel travel guidebook vietnam recommend accommod restaur attract various budget
The Rough Guide to the Beatles de Chris Ingham,rough guid beatl chris ingham biographi beatl ultim band – popular respect influenti new edit rough guid beatl cover everi aspect fab four delv deep music lyric movi solo career featur includ stori liverpool club beatlemania music incis review everi beatl solo album canon insid track 50 greatest song screen movi promo tv appear fifth beatl georg martin yoko ono magic alex contend beatleolog best book weirdest cover obsess websit obscurest trivia
Carpenter's Gothic de William Gaddis,carpent gothic william gaddi marri peopl tempestu novel liz paul occup carpent gothic battl reverend ude preserv african mission live
Primal Heat de Sherri L. King; Lorie O'Clare; Jaci Burton; Lora Leigh,"primal heat sherri l king lori o'clar jaci burton lora leigh fiction moonlust ""dure brianna trip ural mountain russia life-threaten accid place merci strang reclus man man whose secret unquench hunger chang life forev ""--publish descript"
The Fatal Eggs de Mikhail Bulgakov; Hugh Aplin,fatal egg mikhail bulgakov hugh aplin fiction inspir work scienc fiction bite polit allegori bulgakov'sth fatal eggstel brilliant scientist whose experi life spiral terribly—and fatefully—out control quit chanc professor persikov discov new form light ray whose effect direct live cell acceler growth primit organ ray shone wrong batch egg professor find unwil creator giant hybrid focus merciless press campaign seem propaganda machin turn gaze upon distort natur way “innocent” tamper creat monster snake crocodil terror neighborhood russian novelist dramatist mikhail bulgakov one foremost satirist 20th centuri
The Fourth Crusade and the Sack of Constantinople de Jonathan Phillips,fourth crusad sack constantinopl jonathan phillip crusad april 1204 armi western christendom wrote anoth bloodstain chapter histori holi war two year earlier aflam religi zeal fourth crusad set free jerusalem grip islam dramat seri event crusad turn weapon christian citi constantinopl heart byzantin empir greatest metropoli known world crusad spare one savageri murder rape old young - desecr church plunder treasuri much citi put torch contemporari delight god approv punish effemin treacher greek other express shock disgust pervers crusad ideal histori judg crusad went wrong remark new assess fourth crusad jonathan phillip follow fortun lead player explor conflict motiv drove expedit commit infam massacr crusad movement
Red Road From Stalingrad de Mansur Abdulin,red road stalingrad mansur abdulin histori mansur abdulin fought front rank soviet infantri german invad stalingrad kursk bank dnieper extraordinari stori vivid insid view ruthless war eastern front give rare insight realiti fight tactic mental soviet armi word remark clariti recal describ combat like ground face face skill dead increas desper enemi
The Ultramarines Omnibus de Graham McNeill,ultramarin omnibus graham mcneill fiction graham mcneill narrowli escap career survey work game workshop game design strong follow novel nightbring warrior ultramar dead sky black sun storm iron
Outlander de Matt Keefe,outland matt keef fiction stranger come town local religi zealot see opportun put man forgeri skill nefari use stranger seem reveng thing interest forging? stranger come town local religi zealot see opportun put man forgeri skill nefari use stranger seem reveng thing interest forging?
Doctor Who Short Trips: Repercussions de Gary Russell,doctor short trip repercuss gari russel fiction doctor short trip seri theme short stori antholog new doctor fiction featur doctor first eight incarn featur stori written lead name doctor past present includ paul cornel gareth robert christoph h bidmead paul magr repercuss featur 16 tale set strang airship take passeng trip who-knows-wher among peopl aboard young adventuress charley pollard week life aboard tardi alongsid eighth doctor man whose past know frighten littl encount diplomat tri stop war young man seem murder doctor tramp seismologist republican tri save life plague-stricken daughter one thing common encount strang alien visitor seem help perhap left alon
Jimi Hendrix de Peter Doggett,jimi hendrix peter doggett art updat redesign edit classic guid music worldâ best known act written expert book examin everi song given artistâ record repertoir make invalu guid collector fan alik
Attack of the Jaguar de M. A. Harvey,attack jaguar harvey fiction train manual oper xtreme adventur inc tell stori simon teenag find alon depth amazon must rescu parent surviv danger jungl
Planet of Slums de Mike Davis,planet slum mike davi scienc explor modern-world urban cite concern rise slum life current account near one-fifth world popul argu urban popul disconnect exempt formal world economi may repres explos converg ethnic religi polit unrest
Le Système Des Objets de Jean Baudrillard,"le systèm des objet jean baudrillard psycholog press freudian saussurean categori servic basic marxist perspect system object offersa cultur critiqu commod consum societi baudrillardclassifi everyday object ""new technic order"" asfunct nonfunct metafunct contrast ""modern"" and""traditional"" function object subject home furnish andinterior design celebr semiolog analysi treatment ofnonfunct ""marginal"" object focus antiqu thepsycholog collect metafunct categori extend toth useless aberr even ""schizofunct "" final baudrillard deal length implic credit andadvertis commodif everyday life system objectsi tour de forc materialist semiot earlybaudrillard emerg retrospect someth lightn rodfor live idea day bataill polit economi of""expenditure"" mauss theori gift reisman lone crowdand ""technolog society"" jacqu ellul structur ofroland barth system fashion henri lefebvr workon social construct space last least guydebord situationist critiqu spectacl"
The Function of Criticism de Terry Eagleton,function critic terri eagleton psycholog histori critiqu last 200 year cultur critic form addison steel barth derrida britain stylish critic
In Defense of Lost Causes de Slavoj Žižek,defens lost caus slavoj žižek psycholog high-energi philosoph manifesto concept virtu univers valu address topic heidegg engag third reich role class struggl global capit legaci christian new age spiritu origin
"My Wicked, Wicked Ways de Errol Flynn",wick wick way errol flynn actor actress book illustr first time two dozen photo reveal introspect enigmat person previous hidden behind hedonist facad
The Intelligence of Evil or the Lucidity Pact de Jean Baudrillard,"intellig evil lucid pact jean baudrillard psycholog philosoph today cool enough referenc matrix interest enough mention six feet popular enough get 606 000 hit googl jean baudrillard succeed latest book baudrillard present popular themes--symbol exchang hyper-r technolog war--and appli current global conflict ""the west rest"" includ islam ultim simpli war terror bigger pictur capit versus everyth els book serv summat baudrillard work last twenti year essenti analysi fundament conflict time"
Scary Edwin Page de Alec Sillifant; Daniel Postgate,scari edwin page alec sillif daniel postgat children edwin page scarier bin bag full bad dream one night year edwin page scari inde hallowe'en someth chang
Red Dragon de Thomas Harris,red dragon thoma harri adventur kriminalroman
Love Letters de Kahlil Gibran; Suheil Bushrui,love letter kahlil gibran suheil bushrui biographi move antholog correspond gibran may ziadah
The Future of the Universe de A.J. Meadows,futur univers j meadow scienc mani book describ univers becam way today futur universe? long might univers recogn survive? futur univers take reader journey space time begin long look earth solar system voyag outermost galaxi finish specul life fate entir univers
There is Always Enough de Rolland Baker; Heidi Baker,alway enough rolland baker heidi baker church work poor tell stori adventur began author founder iri ministri nativ california usa answer god call minist poorest poor
